96079,motorcycle chase
96079,the way of presenting Turkey
96079,they are always talking
99114,first half of the movie
99114,leonard DiCaprio's acting
99114,opening song
99114,songs
99114,that hollywood blow everything up and one guy vs all  army thing.
99114,waltz's character was same with his inglourious basterds character.
14,Oliver Stone
237,Debra Winger
1179,Angelica Huston
1244,Woody Allen
2641,Christopher Reeve
3785,silly fun
5377,Hugh Grant
5679,Naomi Watts
6934,Keanu Reeves
7147,Tim Burton
296,crime
296,intelligent
296,non-linear
338,Crowe
4995,crowe
41285,Scarlett Johansson
364,animals
364,disney
364,lions
46976,movie to sees
111362,time travel
17,Alan Rickman
17,chick flick
17,classic
17,Hugh Grant
17,Jane Austen
17,Kate Winslet
17,Period
318,based on a book
318,classic
318,drama
318,friendship
318,heartwarming
318,Morgan Freeman
318,reflective
318,sexuality
318,Stephen King
318,twist ending
2762,Drama
2762,ghosts
2762,horror
2762,psychological
2762,stylized
2762,twist ending
2762,understated
4226,complicated
4226,stylized
4226,twist ending
4226,violence
8950,Christian Bale
8950,creepy
8950,twist ending
145,Buddy movie
231,Buddy movie
296,Buddy movie
540,voyeurism
762,voyeurism
1220,Buddy movie
2000,Buddy movie
2712,voyeurism
8910,existentialism
39183,gay
7,relationships
36,death penalty
36,prison
222,high school
222,ireland
249,beethoven
318,prison escape tenacity accountant
357,relationships
500,divorce
500,nanny
527,Holocaust Poland
586,crime
586,latch key kids
587,death
590,native americans
597,hooker
597,john
858,crime
858,family
858,mafia
920,civil war women
924,future
924,future art deco
943,single woman
953,angel
953,Christmas
953,library
1092,crime
1101,airplanes
1101,love
1101,military
1196,space
1198,history archeology
1210,space
1246,friendship
1246,high school
1270,future
1682,TV
1721,love
1721,shipwreck
1962,old age
2115,archeology
2640,superheros
2716,paranormal phenomenon
2803,law school
3448,radio
3996,china mysticism
4014,chocolate
4014,family
4014,tolerance
4034,drugs
4041,military
4246,relationships
4361,cross dressing
4427,christmas England history
4963,crime
4973,cafe
4973,France
5378,space
6863,high school
8865,future art deco
8961,fashion
30707,boxing women tenacity
33493,space
41571,women japan world war w
32,original
296,storytelling
541,Harrison Ford
541,philosophical
541,sci-fi
1089,original
1196,adventure
1196,Harrison Ford
1196,robots
1214,aliens
1214,horror
1214,sci-fi
1214,space
2291,original
2571,alternate reality
2571,artificial intelligence
2571,sci-fi
2571,thought-provoking
2672,alternate reality
2672,crap ending
2672,ontoleptic
2672,simulated reality
2762,mindfuck
2762,twist ending
2916,alternate reality
2916,alternate universe
2916,Arnold Schwarzenegger
2916,memory
2916,virtual reality
3994,storytelling
4226,black and white
4226,psychology
4226,storytelling
4226,twists & turns
5418,amnesia
5418,assassin
5418,espionage
5418,memory
7438,storytelling
8665,amnesia
8665,assassin
8665,espionage
32587,storytelling
34319,cloning
34319,genetics
34319,immortality
34319,sci-fi
34319,scifi
34319,surprise ending
34405,adventure
34405,assassin
34405,sci-fi
96079,James Bond
98809,beautiful scenery
98809,big budget
98809,fantasy world
98809,Tolkien
98809,too long
28,Amanda Root
318,friendship
318,hope
1096,mental illness
1246,carpe diem
1957,inspirational
2583,ensemble cast
2806,high school
3071,inspirational
3088,mental illness
3505,thriller
4029,ensemble cast
4814,thriller
8207,tense
8207,thriller
30812,mental illness
40629,cinematography
63859,pixar
79091,pixar
81564,pixar
99114,violent
1747,Albanians
3949,Darren Aronofsky
3949,hip hop montage
3949,SnorriCam
34542,Werner Herzog
55820,Noir
55820,Tommy Lee Jones
64839,Aronofsky
64839,mass behavior
64839,relationships
68157,alternate history
68157,violence
68237,clones
68237,solitude
70286,segregation
1,children
1,computer animation
1,Disney
1,family
1,Pixar
592,atmospheric
592,Batman
592,dystopian
592,Jack Nicholson
592,Tim Burton
593,Anthony Hopkins
593,cannibalism
593,disturbing
593,Oscar (Best Actor)
593,Oscar (Best Actress)
593,Oscar (Best Picture)
593,psychology
593,serial killer
593,tense
608,black comedy
608,dark comedy
1251,dreams
1251,humorous
1251,surreal
1653,dystopia
1653,dystopic future
1653,inspiring
1653,sci-fi
2076,atmospheric
2076,David Lynch
2076,Dennis Hopper
2076,disturbing
2076,hallucinatory
2076,ominous
2076,surreal
2318,dark
2318,dark comedy
2318,dark humor
2318,loneliness
2318,Philip Seymour Hoffman
2318,social commentary
3108,Jeff Bridges
3108,Robin Williams
3108,Terry Gilliam
4878,derivative
4878,rip off
6711,atmospheric
6711,Bill Murray
6711,bittersweet
6711,cultural differences
6711,intelligent
6711,Melancholic
6711,Oscar Nominee: Director
6711,relationships
6711,Scarlett Johansson
6874,action
6874,Quentin Tarantino
6874,quirky
6874,stylized
6874,Tarantino
6874,violence
7438,action
7438,martial arts
7438,Quentin Tarantino
7438,quirky
7438,stylized
7438,Tarantino
7438,violence
7438,violent
8910,Irony
8910,psuedointellectual
8910,satire
8914,complex
8914,complicated plot
8914,disturbing
8914,intellectual
8914,low budget
8914,mindfuck
8914,paradox
8957,gore
27773,depressing
27773,disturbing
27773,hallucinatory
27773,stylized
27773,tense
27773,twist ending
61323,Coen Brothers
61323,dark comedy
61323,funny
61323,stupidity
34405,Firefly
34405,scifi
34405,western
45186,Ethan Hunt Should Stop Hogging The Screen!
2145,Andrew Dice Clay
7360,One-sided nudity
7360,Sarah Polley
52328,acting
52328,cinematography
52328,plot holes
52328,ridiculous suspension of disbelief
318,based on book
370,Funny as hell
4886,well done
260,sci-fi
260,space
500,Robin Williams
593,serial killer
608,Coen Brothers
1175,Black comedy
1175,cannibalism
1175,comedy
1175,dark comedy
1175,dark humor
1175,French
1175,Post apocalyptic
1175,quirky
1175,stylized
1196,sci-fi
1196,space
1199,black comedy
1199,Robert De Niro
1199,Terry Gilliam
1199,thought-provoking
1265,Bill Murray
1265,surreal
1721,romance
1923,Ben Stiller
2571,sci-fi
2858,dark comedy
2858,surrealism
2959,surreal
2959,twist ending
2997,surreal
3793,action
4878,surreal
4995,psychology
5418,action
5618,alternate reality
5618,animated
5618,animation
5618,anime
5618,fantasy
5618,Studio Ghibli
6711,atmospheric
6711,Bill Murray
48394,fantasy
48394,surreal
60069,post-apocalyptic
68358,sci-fi
68358,space
72998,sci-fi
3684,Michelle Pfeiffer
180,comic books
3948,comical misunderstandings
3948,obnoxious
5108,contrived
5108,overdramatic
5108,preachy
5108,silly
5293,contrived
5502,contrived
5502,plebian
5502,ridiculous
5502,stupid
5618,whimsical
6350,imagination
6350,whimsical
6620,boring
6620,comic books
6620,weird
72998,bad science
72998,morality
72998,plot
72998,simplistic
72998,tripe
72998,unobtainium
72998,unoriginal
1234,great
1373,Star Trek
6365,cyberpunk
6934,sci-fi
300,intelligent
1235,dark humor
1235,quirky
1280,Cinematography
1947,musical
1960,cinematography
1960,lavish
3435,Barbara Stanwyck
3435,film noir
3435,stylized
94959,cinematography
94959,quirky
94959,Smart
94959,stylized
2333,Ian McKellen
47,amazing!.
97,Amazing!
4025,I laughed.
6874,much better than the sequel.
7090,amazing photography
7090,Epic
7090,extremely interesting. Like an ancient tragedy.
7438,horrible.
2916,dystopia
4011,Guy Ritchie
6440,Coen Brothers
597,romance
1225,composer
86882,Marion Cotillard
86882,Owen Wilson
86882,Paris
42723,action
42723,banned movie
42723,brutal
42723,Disappointing
42723,goretastic
42723,Nudity (Topless)
42723,revenge
42723,soft porn
42723,torture
42723,Tough to watch
42723,unlikeable characters
51077,based on a comic
51077,motorcycle
51077,Nicholas Cage
51077,SO bad
80549,dialogue
80549,Emma Stone
80549,family relationships
80549,funny
80549,satire
80549,witty
99114,19th century
99114,brutal
99114,drama
99114,Funny
99114,Great performances
99114,Leonardo DiCaprio
99114,Quentin Tarantino
99114,Revenge
99114,Soundtrack
6870,Oscar (Best Actor)
27904,Philip K. Dick
6,Al Pacino
6,Natalie Portman
6,Robert De Niro
6,suspense
1307,Billy Crystal
1307,chick flick
1307,cute
1307,meg ryan
1307,romance
2194,foul language
96610,plot holes
3897,sex drugs and rnr..what more could you want
186,funny
40629,unnecessary
296,needless gratuitous violence
750,always applicable to present
750,insanely funny
800,great direction
800,impressive
1212,musical score drives me crazy!
4226,brilliant in concept & execution
8949,modern male friendship
46578,quirky good
48738,possibly scarring
104841,intense
104841,visually appealing
104841,visually stunning
1235,dark comedy
1235,humorous
1235,must see
1235,suicide
4873,bad science
4873,metaphysics
4873,quirky
4973,beautifully filmed
4973,quirky
4973,whimsical
5881,George Clooney
5881,philosophy
5881,sci-fi
5881,space
5881,Steven Soderbergh
5816,acting
5816,book was better
5816,thrilling
6874,Extreme Action
6874,sword fighting
44191,action
44191,based on a book
44191,dark
44191,England
44191,inspirational
44191,sci-fi
44191,social commentary
44191,thought-provoking
69844,acting and story
69844,thrilling
69122,comedy
608,dark comedy
1256,Marx Brothers
4973,romance
7981,better than the american version
7090,extremely interesting. Like an ancient tragedy.
7090,propaganda in disguise
2028,top 10 war film all time
7438,well made stupid schlock
1298,drama
2116,fantasy
2840,thriller
2841,thriller
8644,sci-fi
34405,acting
34405,plot
3949,addiction
3949,independent film
492,Diane Keaton
1274,comic book
1527,milla
2019,kurosawa
2019,toshiro mifune
2788,Gilliam
2788,MontyPython
3793,comic book
4865,alan moore
4865,comic book
4865,Comics
4865,Depp
5219,milla
5464,comic book
6333,comic book
7373,comic book
8370,Takeshi Kitano
8636,comic book
32587,comic book
34319,ewan mcgregor
34319,scarlett johansson
34405,josh whedon
37733,comic book
39183,Gay Cowboy
41997,Dramatic
41997,israel
41997,palestine
41997,terrorism
41997,true story
44191,alan moore
44191,comic book
47629,Helen Mirren
5791,art
5791,historical
5791,Nudity (Topless)
38038,claymation
40583,complex
110,historical
110,mel gibson
110,revenge
110,Scotland
1240,Arnold Schwarzenegger
1240,robots
1240,time travel
1610,russian
1610,sean connery
1610,submarine
3578,action
3578,Rome
3578,Russell Crowe
91529,Batman
296,nonlinear
750,dark comedy
750,satire
923,Amazing Cinematography
923,atmospheric
1089,nonlinear
1173,dark comedy
1173,stylized
1258,atmospheric
1258,Stanley Kubrick
5782,easily confused with other movie(s) (title)
52973,overrated
55276,Slow pacing
88129,cinematography
88129,minimalistic
3478,Star is discovered
8376,painful
44,So bad it's good
70,Sexualized violence
112,amazing fight choreography
141,Gay stereotypes
231,Gross-out
296,Sexualized violence
296,Walked out/didn't finish
344,Gross-out
353,Sexualized violence
520,Gross-out
532,John Waters
541,Sexualized violence
593,Sexualized violence
720,Aardman
745,Aardman
785,Gross-out
788,Walked out/didn't finish
924,Dull
1092,Sexualized violence
1148,Aardman
1573,John Woo
1732,dark comedy
1760,Alan Cumming
2232,wtf
2353,Will Smith
2505,Sexualized violence
2571,amazing fight choreography
2683,Gross-out
2706,Gross-out
2762,M. Night Shyamalan
2791,Gross-out
2841,Sexualized violence
2907,Will Ferrell
2908,Sexualized violence
3113,Sexualized violence
3147,Stephen King
3160,multiple storylines
3623,John Woo
3751,aardman
3785,Gross-out
3793,amazing fight choreography
3826,Sexualized violence
3948,Gross-out
3981,Dull
3988,Walked out/didn't finish
3993,Sexualized violence
3994,M. Night Shyamalan
3994,Sexualized violence
4033,Walked out/didn't finish
4034,Walked out/didn't finish
4128,So bad it's good
4308,Sexualized violence
4367,Schizo-cam
4447,Gay stereotypes
4465,Sexualized violence
4975,wtf
4979,dark comedy
5065,Dull
5225,sexy
5444,heartbreaking
5502,M. Night Shyamalan
5617,BDSM
5902,wtf
6058,Walked out/didn't finish
6283,Sexualized violence
6333,amazing fight choreography
6502,Sexualized violence
6857,Sexualized violence
6874,amazing fight choreography
6874,Sexualized violence
6942,multiple storylines
6953,Nonlinear
6957,Gross-out
7099,Studio Ghibli
7346,Walked out/didn't finish
7347,Stephen King
7360,Gratuitous
7360,zombie
7361,heartbreaking
7458,Schizo-cam
8644,Will Smith
8783,M. Night Shyamalan
8807,Walked out/didn't finish
8917,Gross-out
8983,Sexualized violence
8983,Walked out/didn't finish
30810,wtf
33166,Sexualized violence
37386,dystopia
38038,Aardman
44191,Sexualized violence
44195,dark comedy
45186,damsel in distress
46965,Sexualized violence
46976,heartbreaking
46976,Will Ferrell
51662,gratuitous
51662,homoerotic
51662,sexualized violence
54259,Gay stereotypes
54286,Schizo-cam
55052,Sexualized violence
56757,gratuitous
56757,Musical
58803,based on a true story
58803,gambling
58803,strong start weak finish
60072,gratuitous
60072,Walked out/didn't finish
61323,dark comedy
62434,Gross-out
62434,racist
63113,Schizo-cam
68319,bad cgi
68358,badass
68358,reboot
68954,heartbreaking
72378,So bad it's good
296,drugs
296,retro
296,violent
32,Mindfuck Movie
318,twist ending
2959,dark comedy
2959,psychology
2959,surreal
48780,twist ending
58559,Batman
58559,psychology
58559,superhero
79132,action
79132,alternate reality
79132,surreal
296,Stupid as Hell
4958,war
3147,compassionate
3147,social commentary
44191,inspirational
44191,Natalie Portman
44191,philosophy
44191,revenge
44191,social commentary
44191,thought-provoking
46976,surreal
46976,touching
33162,Director's Cut
33162,theatrical cut
21,contrived
21,forgetable
21,funny
21,silly
39,frivolous
39,funny
39,high school
39,Jane Austen
39,multiple viewings
39,parody
39,Paul Rudd
39,quick
39,quotable
39,silly
47,dark
47,disgusting
47,disturbing
47,horror
47,Morgan Freeman
47,police
47,powerful ending
47,psychology
47,twist ending
50,clever
50,complicated
50,ensemble cast
50,funny
50,Gabriel Byrne
50,genre-defining
50,great cast
50,suspense
50,twist ending
215,dialogue
215,intelligent
215,literate
215,poignant
215,quirky
215,Vienna
223,bad acting
223,crude humor
223,cynical
223,dialogue driven
223,funny
223,irreverent
223,juvenile
223,low budget
223,quirky
296,action
296,Christopher Walken
296,cult film
296,dark comedy
296,funny
296,multiple viewings
296,non-linear
296,original
296,quirky
296,quotable
296,rape
296,Samuel L. Jackson
296,stylized
296,unpredictable
296,violence
339,cliche
339,cute
339,frivolous
339,mistaken identity
339,predictable
339,romantic
339,sweet
339,unoriginal
357,British
357,gay
357,heartfelt
357,Hugh Grant
357,Kristin Scott Thomas
357,Refreshing
357,Rowan Atkinson
357,sweet
357,wedding
497,banter
497,beautiful
497,Denzel Washington
497,Emma Thompson
497,Keanu Reeves
497,Kenneth Branagh
497,Shakespeare
497,uneven acting
497,witty
541,atmospheric
541,campy
541,dystopia
541,lack of investment
541,robots
541,stylized
541,visually stunning
585,misogyny
585,parody
608,black comedy
608,dark comedy
608,deadpan
608,Frances McDormand
608,gratuitous violence
608,quirky
750,dark comedy
750,nuclear war
750,over-the-top
750,pacing
750,satire
750,silly
750,slow
858,atmospheric
858,based on a book
858,complex relationships
858,immigrants
858,Mafia
858,organized crime
858,robert de niro
858,stylized
922,atmospheric
922,dark
922,eerie
922,Hollywood
922,irreverent
922,movie business
922,over-the-top
922,satirical
1197,based on a book
1197,Cary Elwes
1197,classic
1197,fairy tale
1197,funny
1197,quirky
1197,satisfying
1197,sweet
1197,Wallace Shawn
1197,witty
1199,atmospheric
1199,dark comedy
1199,dreamlike
1199,dystopia
1199,Jonathan Pryce
1199,original
1199,surreal
1199,thought-provoking
1209,atmospheric
1209,classic
1209,genre-defining
1209,guns
1209,Intriguing
1209,Jason Robards
1209,stereotyped roles
1209,underdeveloped characters
1209,violence
1209,visually appealing
1209,western
1217,Akira Kurosawa
1217,atmospheric
1217,beautiful
1217,emotional
1217,forceful
1217,lyrical
1217,pacing
1217,powerful
1217,Shakespeare
1221,Al Pacino
1221,back-story
1221,complex characters
1221,enthralling
1221,Epic
1221,great acting
1221,mafia
1221,sequel
1221,violence
1233,claustrophobic
1233,German
1233,grim
1233,long
1233,pacing
1233,powerful
1233,realistic
1233,tense
1233,thought-provoking
1233,war
1246,bittersweet
1246,cheesy
1246,cliche
1246,English literature
1246,friendship
1246,heartbreaking
1246,inspirational
1246,philosophy
1246,Robert Sean Leonard
1265,clever
1265,creative
1265,funny
1265,sappy
1265,silly
1265,sweet
1270,adventure
1270,classic
1270,clever
1270,dated
1270,funny
1270,inconsistencies
1270,lovable
1270,Michael J. Fox
1270,quirky
1270,time travel
1285,biting
1285,black comedy
1285,Christian Slater
1285,cynical
1285,dark comedy
1285,deadpan
1285,irreverent
1285,Quotable
1285,satirical
1285,serial killer
1285,snappy dialog
1285,Winona Ryder
1354,bleak
1354,disturbing
1354,Emily Watson
1354,exaggerated
1354,great acting
1354,heavy-handed
1354,horrible ending
1354,unintentionally funny
1449,Christopher Guest
1449,farce
1449,Fred Willard
1449,funny
1449,mockumentary
1449,multiple viewings
1449,musical
1449,Parker Posey
1449,quotable
1449,satirical
1449,silly
1449,small town
1584,aliens
1584,beautiful
1584,didactic
1584,Jodie Foster
1584,Matthew McConaughey
1584,overtly ideological
1584,superficial supporting characters
1584,thoughtful
1584,visually stunning
1617,anti-hero
1617,complex
1617,dark
1617,film noir
1617,guy pearce
1617,james cromwell
1617,multiple viewings
1617,old hollywood
1617,suspense
1617,twist ending
1617,visually appealing
1635,atmospheric
1635,austere
1635,bleak
1635,Christina Ricci
1635,coming of age
1635,dysfunctional family
1635,EXTRAMARITAL AFFAIRS
1635,moody
1635,overly dramatic
1635,too literary
1635,visually appealing
1653,dystopia
1653,Ethan Hawke
1653,eugenics
1653,genetic engineering
1653,powerful ending
1653,predictable
1653,thought-provoking
1653,Uma Thurman
1653,visually appealing
1653,voiceover
1732,black comedy
1732,bowling
1732,dark comedy
1732,drugs
1732,frivolous
1732,funny
1732,Philip Seymour Hoffman
1732,quirky
1732,quotable
1732,violence
1748,bad acting
1748,creative
1748,dark fantasy
1748,dystopia
1748,inconsistencies
1748,Kiefer Sutherland
1748,original
1748,plot holes
1748,Post apocalyptic
1748,sci-fi
1748,stylized
1748,surreal
1748,thought-provoking
1748,unsatisfying
1748,visually appealing
1895,frivolous
1895,multiple viewings
1895,over-the-top
1895,parody
1895,shallow characters
1895,silly
2023,Al Pacino
2023,bad acting
2023,derivative
2023,disappointing
2023,sequel
2023,Sophia Coppola
2023,unsatisfying
2068,bittersweet
2068,complex
2068,emotional
2068,epic
2068,Ingmar Bergman
2068,intimate
2068,pacing
2068,poignant
2068,powerful
2068,swedish
2068,uneven
2144,bad message
2144,high school
2144,idealistic
2144,John Cusack
2144,mysoginistic
2144,racist
2144,sexist
2144,shallow characters
2160,Atmospheric
2160,creepy
2160,literary adaptation
2160,long
2160,Mia Farrow
2160,occult
2160,over-the-top ending
2160,satanism
2160,suspense
2160,true to book
2160,WITCHCRAFT
2248,idealistic
2248,John Cusack
2248,romantic
2248,sweet
2324,bittersweet
2324,emotional
2324,father-son relationship
2324,Holocaust
2324,manipulative
2324,Roberto Benigni
2324,tearjerking
2324,tragic
2324,whimsical
2395,clever
2395,coming of age
2395,deadpan
2395,high school
2395,lovable
2395,odd
2395,off-beat comedy
2395,quirky
2395,silly
2395,Wes Anderson
2395,witty
2502,cliches
2502,frivolous
2502,funny
2502,multiple viewings
2502,off-beat comedy
2502,office
2502,quirky
2502,quotable
2502,satire
2542,black comedy
2542,cliche
2542,dark comedy
2542,derivative
2542,fast-paced
2542,frivolous
2542,fun
2542,funny
2542,Guy Ritchie
2542,nothing new
2542,violence
2571,complex
2571,creative
2571,original
2571,philosophical
2571,post apocalyptic
2571,sci-fi
2571,surreal
2571,thought-provoking
2692,animation
2692,artistic
2692,existential
2692,Franka Potente
2692,German
2692,heist
2692,intense
2692,Moritz Bleibtreu
2692,nonlinear
2692,original
2692,surreal
2692,thought-provoking
2692,visually appealing
2706,Alyson Hannigan
2706,funny
2706,Gross-out
2706,immature
2706,juvenile
2706,silly
2706,slapstick
2706,stereotypes
2706,teen comedy
2858,black comedy
2858,dark comedy
2858,heavy-handed
2858,intellegent
2858,thought-provoking
2858,unlikable characters
2858,violence
2858,visually stunning
2947,7
2947,cliche
2947,james bond
2947,Sean Connery
3072,Cher
3072,Nicolas Cage
3072,sweet
3160,Aimee Mann
3160,bleak
3160,emotional
3160,ensemble cast
3160,great acting
3160,great soundtrack
3160,Julianne Moore
3160,multiple storylines
3160,overdramatic
3160,Paul Thomas Anderson
3160,Philip Seymour Hoffman
3160,poignant
3160,powerful
3160,redemption
3160,stylized
3160,surprising
3307,beautiful
3307,bittersweet
3307,funny
3307,silent movie
3307,slapstick
3307,stylized
3307,sweet
3471,aliens
3471,Francois Truffaut
3471,hopeful
3471,humorous
3471,silly
3471,slow
3471,Steven Spielberg
3471,sweet
3471,visually appealing
3481,based on a book
3481,Chicago
3481,cliches
3481,funny
3481,geeky
3481,great soundtrack
3481,music
3481,quirky
3911,Christopher Guest
3911,dark comedy
3911,dogs
3911,Fred Willard
3911,funny
3911,improvised
3911,mockumentary
3911,overboard
3911,Parker Posey
3911,quirky
3911,satire
3911,silly
3948,dumb humor
3948,funny moments
3948,nothing new
3948,slapstick
3949,disturbing
3949,emotional
3949,graphic
3949,great acting
3949,hard to watch
3949,intense
3949,nauseating
3949,painful
3949,powerful
3967,accents
3967,ballet
3967,beautiful
3967,coming of age
3967,humorous
3967,independent film
3967,inspirational
3967,preictable
3967,small town
3967,sweet
3967,working class
3983,complex characters
3983,complex relationships
3983,family
3983,Laura Linney
3983,Mark Ruffalo
3983,realistic
3983,realistic relationships
3983,religion
3983,SIBLING RELATIONSHIPS
3983,smart
3983,sweet
3983,workplace
4011,cliche
4011,cynical
4011,derivative
4011,ensemble cast
4011,fast-paced
4011,frivolous
4011,fun
4011,funny
4011,good soundtrack
4011,heist
4011,quirky
4011,single viewing
4011,stereotypes
4011,twist ending
4226,complicated
4226,dark
4226,Guy Pearce
4226,nonlinear
4226,plot holes
4226,psychological
4226,stylized
4226,tense
4226,twist ending
4226,violence
4642,bittersweet
4642,campy
4642,East Germany
4642,fascinating protagonist
4642,Germany
4642,great soundtrack
4642,music
4642,musical
4642,queer
4642,quirky
4642,stylized
4642,transgender
4744,bad execution
4744,bad follow-through
4744,bad plot twists
4744,great beginning
4744,horror
4744,inconsistent monster
4744,monster
4744,silly reveal
4744,strong set-up
4744,suspense
4873,beautiful
4873,cerebral
4873,existential
4873,metaphysics
4873,no narrative
4873,pacing
4873,philosophy
4873,pretentious
4873,stylized
4873,surreal
4873,thought-provoking
4873,visually stunning
4878,dreamlike
4878,high school
4878,plot holes
4878,psychology
4878,stereotypes
4878,stylized
4878,surreal
4878,thought-provoking
4878,time travel
4878,twist ending
4967,complex characters
4967,complex relationships
4967,disturbing
4967,emotional
4967,ethnic conflict
4967,intense
4967,tense
4967,tough
4973,fairy tale
4973,manic pixie dream girl
4973,over-the-top
4973,overrated
4973,quirky
4973,stylized
4973,surreal
4973,sweet
4973,visually appealing
4973,whimsical
5577,adolescence
5577,cynical
5577,dark humor
5577,Jeff Goldblum
5577,Kieran Culkin
5577,quirky
5903,Amazing Cinematography
5903,Christian Bale
5903,dystopia
5903,gunfight
5903,guns
5903,plot twists
5903,stylized
5903,stylized violence
5903,thought-provoking
5903,totalitarianism
5903,violence
5903,visually stunning
5954,dark
5954,depressing
5954,Edward Norton
5954,New York
5954,Philip Seymour Hoffman
5954,powerful ending
5954,tough
6016,atmospheric
6016,beautiful
6016,Brazil
6016,depressing
6016,disturbing
6016,drugs
6016,eye-opening
6016,invigorating
6016,multiple storylines
6016,stylized
6016,tough
6016,violence
6331,exploitive
6331,funny
6331,geeky
6331,intimate
6331,likable
6331,quirky
6331,unusual
6331,well constructed
6365,cheesy
6365,disappointing
6365,dystopia
6365,let down
6365,Post apocalyptic
6365,sequel
6365,shallow characters
6365,thought-provoking
6365,visually stunning
6502,Cillian Murphy
6502,derivative
6502,interesting characters
6502,low budget
6502,Post apocalyptic
6502,suspense
6502,violence
6502,zombies
6711,atmospheric
6711,Bill Murray
6711,bittersweet
6711,complex characters
6711,complex relationships
6711,intelligent
6711,Melancholic
6711,poignant
6711,Scarlett Johansson
6711,urbane
6711,wistful
6870,Dark
6870,disappointing
6870,great acting
6870,great cast
6870,heavy-handed
6870,overrated
6870,Sean Penn
6870,stereotypes
6870,Tim Robbins
6934,disapointing
6934,dystopia
6934,let down
6934,Post apocalyptic
6934,religious
6934,sequel
6934,unsatisfying
6934,visually stunning
6942,Alan Rickman
6942,british
6942,Chiwetel Ejiofor
6942,derivative
6942,Emma Thompson
6942,ensemble cast
6942,Hugh Grant
6942,Keira Knightley
6942,Laura Linney
6942,Liam Neeson
6942,multiple storylines
6942,predictable
6942,sexist
7361,bittersweet
7361,Charlie Kaufman
7361,complex relationships
7361,imagination
7361,manic pixie dream girl
7361,memory
7361,quirky
7361,sci-fi
7361,smart
7361,strange
7361,surreal
7361,thought-provoking
7361,visually stunning
8464,clever
8464,dishonest
8464,entertaining
8464,informative
8464,manipulative
8464,McDonalds
8464,opaque
8464,social criticism
8533,Boring
8533,chick flick
8533,derivative
8533,James Marsden
8533,Joan Allen
8533,predictable
8533,Rachel McAdams
8533,romantic
8533,Ryan Gosling
8533,sappy
8533,sentimental
8638,dialogue
8638,inconclusive
8638,intelligent
8638,Julie Delpy
8638,nothing new
8638,philosophical
8638,quirky
8638,Richard Linklater
8638,romantic
8638,sequel
8784,coming of age
8784,funny
8784,Great Soundtrack
8784,idealistic
8784,manic pixie dream girl
8784,mental illness
8784,quirky
8784,sweet
8784,unrealistic
8784,unsatisfying ending
8784,Zach Braff
8874,black comedy
8874,British
8874,Edgar Wright
8874,funny
8874,parody
8874,spoof
8874,stylized violence
8874,zombies
8910,existentialism
8910,frivolous
8910,funny
